index;activityName;geography;product;unitName
3531;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;MY;electricity, low voltage;kWh
3532;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;NL;electricity, low voltage;kWh
3533;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;NP;electricity, low voltage;kWh
3534;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;PL;electricity, low voltage;kWh
3535;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;PT;electricity, low voltage;kWh
3536;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;RO;electricity, low voltage;kWh
3537;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;RS;electricity, low voltage;kWh
3538;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;RU;electricity, low voltage;kWh
3539;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;RoW;electricity, low voltage;kWh
3540;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;SA;electricity, low voltage;kWh
3541;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;SE;electricity, low voltage;kWh
3542;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;SI;electricity, low voltage;kWh
3543;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;SK;electricity, low voltage;kWh
3544;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;TH;electricity, low voltage;kWh
3545;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;TR;electricity, low voltage;kWh
3546;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;TW;electricity, low voltage;kWh
3547;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;TZ;electricity, low voltage;kWh
3548;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;UA;electricity, low voltage;kWh
3549;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;US-HICC;electricity, low voltage;kWh
3550;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;US-NPCC;electricity, low voltage;kWh
3551;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;US-RFC;electricity, low voltage;kWh
3552;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;US-SERC;electricity, low voltage;kWh
3553;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;US-TRE;electricity, low voltage;kWh
3554;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;US-WECC;electricity, low voltage;kWh
3555;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;ZA;electricity, low voltage;kWh
3556;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted, renewable energy product;CH;electricity, low voltage, renewable energy products;kWh
3557;electricity production, photovoltaic, 3kWp slanted-roof installation, ribbon-Si, laminated, integrated;CH;electricity, low voltage;kWh
3558;electricity production, photovoltaic, 3kWp slanted-roof installation, ribbon-Si, laminated, integrated;RoW;electricity, low voltage;kWh
3559;electricity production, photovoltaic, 3kWp slanted-roof installation, ribbon-Si, panel, mounted;CH;electricity, low voltage;kWh
3560;electricity production, photovoltaic, 3kWp slanted-roof installation, ribbon-Si, panel, mounted;RoW;electricity, low voltage;kWh
3561;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, laminated, integrated;CH;electricity, low voltage;kWh
3562;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, laminated, integrated;RoW;electricity, low voltage;kWh
3563;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;AT;electricity, low voltage;kWh
3564;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;AU;electricity, low voltage;kWh
3565;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;BE;electricity, low voltage;kWh
3566;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;BG;electricity, low voltage;kWh
3567;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CA-AB;electricity, low voltage;kWh
3568;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CA-BC;electricity, low voltage;kWh
3569;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CA-MB;electricity, low voltage;kWh
3570;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CA-NB;electricity, low voltage;kWh
3571;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CA-NS;electricity, low voltage;kWh
3572;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CA-NT;electricity, low voltage;kWh
3573;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CA-NU;electricity, low voltage;kWh
3574;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CA-ON;electricity, low voltage;kWh
3575;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CA-PE;electricity, low voltage;kWh
3576;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CA-QC;electricity, low voltage;kWh
3577;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CA-SK;electricity, low voltage;kWh
3578;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CA-YK;electricity, low voltage;kWh
3579;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CH;electricity, low voltage;kWh
3580;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CL;electricity, low voltage;kWh
3581;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-AH;electricity, low voltage;kWh
3582;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-BJ;electricity, low voltage;kWh
3583;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-CQ;electricity, low voltage;kWh
3584;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-FJ;electricity, low voltage;kWh
3585;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-GD;electricity, low voltage;kWh
3586;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-GS;electricity, low voltage;kWh
3587;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-GX;electricity, low voltage;kWh
3588;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-GZ;electricity, low voltage;kWh
3589;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-HA;electricity, low voltage;kWh
3590;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-HB;electricity, low voltage;kWh
3591;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-HE;electricity, low voltage;kWh
3592;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-HL;electricity, low voltage;kWh
3593;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-HN;electricity, low voltage;kWh
3594;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-HU;electricity, low voltage;kWh
3595;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-JL;electricity, low voltage;kWh
3596;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-JS;electricity, low voltage;kWh
3597;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-JX;electricity, low voltage;kWh
3598;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-LN;electricity, low voltage;kWh
3599;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-NM;electricity, low voltage;kWh
3600;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-NX;electricity, low voltage;kWh
3601;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-QH;electricity, low voltage;kWh
3602;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-SA;electricity, low voltage;kWh
3603;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-SC;electricity, low voltage;kWh
3604;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-SD;electricity, low voltage;kWh
3605;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-SH;electricity, low voltage;kWh
3606;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-SX;electricity, low voltage;kWh
3607;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-TJ;electricity, low voltage;kWh
3608;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-XJ;electricity, low voltage;kWh
3609;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-XZ;electricity, low voltage;kWh
3610;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-YN;electricity, low voltage;kWh
3611;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-ZJ;electricity, low voltage;kWh
3612;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CY;electricity, low voltage;kWh
3613;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CZ;electricity, low voltage;kWh
3614;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;DE;electricity, low voltage;kWh
3615;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;DK;electricity, low voltage;kWh
3616;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;ES;electricity, low voltage;kWh
3617;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;FI;electricity, low voltage;kWh
3618;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;FR;electricity, low voltage;kWh
3619;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;GB;electricity, low voltage;kWh
3620;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;GR;electricity, low voltage;kWh
3621;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;HR;electricity, low voltage;kWh
3622;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;HU;electricity, low voltage;kWh
3623;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;ID;electricity, low voltage;kWh
3624;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;IT;electricity, low voltage;kWh
