comp1;comp2;Substance;Matched Substance;Color;Supplyrisk;Geography;ecoinvent_UUID;cas_number;Unit
Raw;in ground;Scandium;Rare earth;#ffbb78;35.76936238823202;CL;7f9f9b59-35a0-584d-ad5e-07da01dde768;;kg Cu eq/kg
Raw;in ground;Terbium;Rare earth;#e377c2;35.76936238823202;CL;6ec6a8a8-4c94-5bc5-93c5-62928fcf3935;7440-27-9;kg Cu eq/kg
Raw;in ground;Thulium;Rare earth;#cccccc;35.76936238823202;CL;a34e010c-6f68-5c79-8b45-2955b91f7dc2;7440-30-4;kg Cu eq/kg
Raw;in ground;Ytterbium;Rare earth;#cccccc;35.76936238823202;CL;ea659cca-fe3d-5b03-90d2-60719a862874;7440-64-4;kg Cu eq/kg
Raw;in ground;Yttrium;Rare earth;#c7c7c7;35.76936238823202;CL;89b567f2-2cab-503e-b796-42cba72fce16;7440-65-5;kg Cu eq/kg
Raw;in ground;Rhodium;Rhodium;#9edae5;4511.899964822208;CL;4803f22f-6950-489b-914d-fa953a8081f6;7440-16-6;kg Cu eq/kg
Raw;in ground;Selenium;Selenium;#2ca02c;4.81290367985473;CL;5f47f918-1c32-5870-b992-db91f843ff34;7782-49-2;kg Cu eq/kg
Raw;in ground;Silver;Silver;#1f77b4;0.5587107250838892;CL;361a64cb-ab76-4a72-9ea1-c07d6a20c124;7440-22-4;kg Cu eq/kg
Raw;in ground;Coal, hard;Steam Coal;#4D4D4D;0.0952245830787825;CL;b6d0042d-0ef8-49ed-9162-a07ff1ccf750;;kg Cu eq/kg
Raw;in ground;Sulfur;Sulfur;#2ca02c;0.003135522505257149;CL;852281f6-db73-4250-84d3-86b569fce0c1;7704-34-9;kg Cu eq/kg
Raw;in ground;Tantalum;Tantalum;#98df8a;714.4231825498501;CL;775fdf03-b0bb-5c25-b14d-107231d5b2f0;7440-25-7;kg Cu eq/kg
Raw;in ground;Tellurium;Tellurium;#c49c94;305.0864409734376;CL;7b6da1f2-e191-5a77-ae06-af96201f5803;13494-80-9;kg Cu eq/kg
Raw;in ground;Tin;Tin;#d62728;0.0;CL;53d5ef26-66d8-4536-afa2-2f6b114189ba;7440-31-5;kg Cu eq/kg
Raw;in ground;Titanium;Titanium;#ff7f0e;0.8175871622358586;CL;2f033407-6060-4e1e-868c-9f362d10fdb2;7440-32-6;kg Cu eq/kg
Raw;in ground;Tungsten;Tungsten;#ff9896;47.31126767764281;CL;ebcc1f0c-6b19-501d-86a4-629df2a457b5;7440-33-7;kg Cu eq/kg
Raw;in ground;Uranium;Uranium;#9467bd;0.0;CL;2ba5e39b-adb6-4767-a51d-90c1cf32fe98;7440-61-1;kg Cu eq/kg
Raw;in ground;Vanadium;Vanadium;#7f7f7f;16.56093215763368;CL;c9c4b80a-73dd-415a-92fb-f877595651c1;7440-62-2;kg Cu eq/kg
Raw;in ground;Zinc;Zinc;#8c564b;0.0;CL;be73218b-18af-492e-96e6-addd309d1e32;7440-66-6;kg Cu eq/kg
Raw;in ground;Zirconia, as baddeleyite;Zirconium;#cccccc;0.4144514030653235;CL;e07b4402-abe3-4346-8c42-051c5983bd1e;12036-23-6;kg Cu eq/kg
Raw;in ground;Zirconium;Zirconium;#c49c94;0.4144514030653235;CL;cd2932c5-a486-4bf1-99b8-815d8a7ce11a;7440-67-7;kg Cu eq/kg
Raw;in ground;;;;0.02435663059779521;CN;;;kg Cu eq/kg
Raw;in ground;Antimony;Antimony;#e377c2;0.7224165698472998;CN;47262180-8308-5d4c-9332-c77617e032ef;7440-36-0;kg Cu eq/kg
Raw;in ground;Arsenic;Arsenic;#f7b6d2;0.07535318712565134;CN;e16fd15c-0ebc-55ba-8d3b-9704f13663cb;7440-38-2;kg Cu eq/kg
Raw;in ground;;;;0.08165503151025084;CN;;;kg Cu eq/kg
Raw;in ground;Barium;Baryte;#7f7f7f;0.0005360552511472623;CN;240177d8-6f3b-43f5-8d1e-0c18114dfa02;7440-39-3;kg Cu eq/kg
Raw;in ground;Aluminium;Bauxite;#bcbd22;0.00867329378245062;CN;a45cd247-3532-4e27-bddc-b519fdb5e08f;7429-90-5;kg Cu eq/kg
Raw;in ground;Clay, bentonite;Bentonite;#aec7e8;0.002601099462948417;CN;93806a54-46f5-409c-99c5-4144a1e73b5d;1302-78-9;kg Cu eq/kg
Raw;in ground;Beryllium;Beryllium;#ffbb78;5.470628901543;CN;68f7bc03-0665-55a1-bd99-96530eab30e2;7440-41-7;kg Cu eq/kg
Raw;in ground;Bismuth;Bismuth;#cccccc;0.8241822435476479;CN;0124b342-4bdd-5cbf-ba2a-dce8a259755c;7440-69-9;kg Cu eq/kg
Raw;in ground;Borax;Boron;#c7c7c7;0.09762547785057492;CN;eead2933-c2be-4a53-a0bd-bd33b67e4145;1303-96-4;kg Cu eq/kg
Raw;in ground;Boron;Boron;#bcbd22;0.09762547785057492;CN;b053aa52-bfac-5435-a0b1-4ca374b0e991;7440-42-8;kg Cu eq/kg
Raw;in ground;Cadmium;Cadmium;#dbdb8d;0.178566690494407;CN;bf377e4f-3a95-4ce2-a9ba-66ee31f00f60;7440-43-9;kg Cu eq/kg
Raw;in ground;Chromium;Chromite;#f7b6d2;0.159268810190295;CN;e189e2d4-3d3f-4ada-b302-91611784311f;7440-47-3;kg Cu eq/kg
Raw;in ground;Cobalt;Cobalt;#ff9896;17.16424377645724;CN;d0779a5e-6969-4144-954e-ceb81fb83f15;7440-48-4;kg Cu eq/kg
Raw;in ground;;;;0.0148933005551229;CN;;;kg Cu eq/kg
Raw;in ground;Copper;Copper;#9467bd;0.3316443091147069;CN;a9ac40a0-9bea-4c48-afa7-66aa6eb90624;7440-50-8;kg Cu eq/kg
Raw;in ground;Diatomite;Diatomite;#2ca02c;0.008361129390965736;CN;9877ce00-65f8-4c0c-9fcf-92aa53a2c9c0;61790-53-2;kg Cu eq/kg
Raw;in ground;Feldspar;Feldspar;#e377c2;0.002500115449438209;CN;26296ec9-ff93-41e6-bbbf-6175af04284d;68476-25-5;kg Cu eq/kg
Raw;in ground;Fluorspar;Fluorspar;#c7c7c7;0.001676808497680863;CN;0fa4f51e-b0dc-5d11-84d3-b32f0f3c88d5;14542-23-5;kg Cu eq/kg
Raw;in ground;Germanium;Germanium;#dbdb8d;0.0;CN;d3e547dc-1a29-5ece-8dbb-bd9c0ad3cc46;7440-56-4;kg Cu eq/kg
Raw;in ground;Gold;Gold;#dbdb8d;3.53167073785607;CN;d080e6a4-42c6-484e-b5d7-d74693aec7d9;7440-57-5;kg Cu eq/kg
Raw;in ground;Graphite;Graphite;#17becf;0.0646017304664818;CN;5666353e-2db2-41d3-8414-404709151422;7782-42-5;kg Cu eq/kg
Raw;in ground;Anhydrite;Gypsum;#1f77b4;0.0001248921630190633;CN;6df9ea09-115a-4678-9f30-d92c877a46ec;7778-18-9;kg Cu eq/kg
Raw;in ground;Gypsum;Gypsum;#1f77b4;0.0001248921630190633;CN;11a2a7b1-ab2f-47b8-9e29-6f33d5207fa6;13397-24-5;kg Cu eq/kg
Raw;in ground;Iron;Iron;#ffbb78;0.01697457318784239;CN;8ce3ff02-7a1e-48e3-881e-3248b944f28a;7439-89-6;kg Cu eq/kg
Raw;in ground;Kaolinite;Kaolin;#2ca02c;0.002608905305348987;CN;81ff5c0b-c44f-534e-a55e-8fc017e33dd2;;kg Cu eq/kg
Raw;in ground;Lead;Lead;#2ca02c;0.2101432230798395;CN;fbcb9c7a-eea7-4694-ba6c-568e01d28883;7439-92-1;kg Cu eq/kg
Raw;in ground;Coal, brown;Lignite;#4D4D4D;0.01186973606060962;CN;024c9722-1e88-412b-8c4b-10c532be8dca;;kg Cu eq/kg
Raw;in ground;Lithium;Lithium;#A9CBA7;12.0025509675112;CN;7d2c1cdd-a64a-5936-a577-5b82db0c0d1b;7439-93-2;kg Cu eq/kg
Raw;in ground;Magnesite;Magnesite;#c5b0d5;7.215560129402189e-05;CN;a4bab069-74a9-5b4c-8d6e-5ca984cd9ecd;546-93-0;kg Cu eq/kg
Raw;in ground;Magnesium;Magnesite;#9467bd;7.215560129402189e-05;CN;9e5823ad-9d9b-4b98-b627-e39611b6a8bd;546-93-0;kg Cu eq/kg
Raw;in ground;Manganese;Manganese;#7f7f7f;0.04422355880122361;CN;c2586875-bb56-4b1e-84c5-5ff255a1108b;7439-96-5;kg Cu eq/kg
Raw;in ground;Mercury;Mercury;#8c564b;0.06278486377043065;CN;54b9cbd0-65df-4fd3-8a19-dd3b8eccc619;7439-97-6;kg Cu eq/kg
Raw;in ground;Molybdenum;Molybdenum;#c49c94;0.8228283068608603;CN;e5a3dff5-72dc-5287-893c-597dd4a19566;7439-98-7;kg Cu eq/kg
Raw;in ground;Gas, natural;Natural gas;#FFE680;0.1010019792479862;CN;7c337428-fb1b-45c7-bbb2-2ee4d29e17ba;8006-14-2;kg Cu eq/kg
Raw;in ground;Nickel;Nickel;#c49c94;0.03156457019904722;CN;974213ef-1ba0-40e5-bc7b-52ef099e9e09;7440-02-0;kg Cu eq/kg
Raw;in ground;Niobium;Niobium;#bcbd22;28.95651418754138;CN;8de8befc-efa2-5d07-a58b-b29ea97a3f41;7440-03-1;kg Cu eq/kg
Raw;in ground;Palladium;Palladium;#f7b6d2;31723.15067881987;CN;edc69c63-a776-4dbf-acbf-e0368914980a;7440-05-3;kg Cu eq/kg
Raw;in ground;Oil, crude;Crude oil;#FFB570;0.06011832256489713;CN;88d06db9-59a1-4719-9174-afeb1fa4026a;;kg Cu eq/kg
Raw;in ground;Phosphorus;Phosphate;#c7c7c7;2.355293166896712e-06;CN;483ae3c5-4eb0-46e4-b811-a72ad391716b;;kg Cu eq/kg
Raw;in ground;Platinum;Platinum;#bcbd22;195.7865974331485;CN;d13b2665-505d-49e2-8edd-dc966b0342af;7440-06-4;kg Cu eq/kg
Raw;in ground;Cerium;Rare earth;#1f77b4;5.688704005879154;CN;4057f8b4-f20a-59c9-9bb7-fdeaf5ad106d;;kg Cu eq/kg
Raw;in ground;Dysprosium;Rare earth;#98df8a;5.688704005879154;CN;9e28eac3-49f9-5a0d-a8d0-dc4e071ad9e6;7429-91-6;kg Cu eq/kg
Raw;in ground;Erbium;Rare earth;#cccccc;5.688704005879154;CN;110a04f0-af53-5499-b22e-79b1b91e5a66;7440-52-0;kg Cu eq/kg
Raw;in ground;Europium;Rare earth;#d62728;5.688704005879154;CN;3d73ec21-de4d-5b68-b504-4ef59e15bd0e;7440-53-1;kg Cu eq/kg
Raw;in ground;Gadolinium;Rare earth;#9467bd;5.688704005879154;CN;f55e2203-ef91-50bf-8f5a-119bb210522c;7440-54-2;kg Cu eq/kg
Raw;in ground;Holmium;Rare earth;#cccccc;5.688704005879154;CN;f2f53dc8-8e09-511f-8dd2-4bae3625ba27;7440-60-0;kg Cu eq/kg
Raw;in ground;Lanthanum;Rare earth;#7f7f7f;5.688704005879154;CN;176598c1-699c-5dd8-8c33-d269ff7f5edd;;kg Cu eq/kg
Raw;in ground;Lutetium;Rare earth;#cccccc;5.688704005879154;CN;d9a2f8e5-f04a-5ffa-8c75-8133ac7f525c;7439-94-3;kg Cu eq/kg
Raw;in ground;Neodymium;Rare earth;#c7c7c7;5.688704005879154;CN;db0c855c-e9ef-58d9-97cc-960e646fc882;;kg Cu eq/kg
Raw;in ground;Praseodymium;Rare earth;#17becf;5.688704005879154;CN;35da65ff-7287-571d-b859-13d398ac5182;7440-10-0;kg Cu eq/kg
Raw;in ground;Samarium;Rare earth;#aec7e8;5.688704005879154;CN;cf791833-26bc-5207-a9bd-6ddcd8ac7625;7440-19-9;kg Cu eq/kg
Raw;in ground;Scandium;Rare earth;#ffbb78;5.688704005879154;CN;7f9f9b59-35a0-584d-ad5e-07da01dde768;;kg Cu eq/kg
Raw;in ground;Terbium;Rare earth;#e377c2;5.688704005879154;CN;6ec6a8a8-4c94-5bc5-93c5-62928fcf3935;7440-27-9;kg Cu eq/kg
Raw;in ground;Thulium;Rare earth;#cccccc;5.688704005879154;CN;a34e010c-6f68-5c79-8b45-2955b91f7dc2;7440-30-4;kg Cu eq/kg
Raw;in ground;Ytterbium;Rare earth;#cccccc;5.688704005879154;CN;ea659cca-fe3d-5b03-90d2-60719a862874;7440-64-4;kg Cu eq/kg
Raw;in ground;Yttrium;Rare earth;#c7c7c7;5.688704005879154;CN;89b567f2-2cab-503e-b796-42cba72fce16;7440-65-5;kg Cu eq/kg
Raw;in ground;Rhodium;Rhodium;#9edae5;358153.3175070907;CN;4803f22f-6950-489b-914d-fa953a8081f6;7440-16-6;kg Cu eq/kg
Raw;in ground;Selenium;Selenium;#2ca02c;1.96534659019779;CN;5f47f918-1c32-5870-b992-db91f843ff34;7782-49-2;kg Cu eq/kg
Raw;in ground;Silver;Silver;#1f77b4;0.3457651924900292;CN;361a64cb-ab76-4a72-9ea1-c07d6a20c124;7440-22-4;kg Cu eq/kg
Raw;in ground;Coal, hard;Steam Coal;#4D4D4D;0.003666493929451895;CN;b6d0042d-0ef8-49ed-9162-a07ff1ccf750;;kg Cu eq/kg
Raw;in ground;Sulfur;Sulfur;#2ca02c;0.009276296186308444;CN;852281f6-db73-4250-84d3-86b569fce0c1;7704-34-9;kg Cu eq/kg
Raw;in ground;Tantalum;Tantalum;#98df8a;13.84082157650515;CN;775fdf03-b0bb-5c25-b14d-107231d5b2f0;7440-25-7;kg Cu eq/kg
Raw;in ground;Tellurium;Tellurium;#c49c94;12.0620359471505;CN;7b6da1f2-e191-5a77-ae06-af96201f5803;13494-80-9;kg Cu eq/kg
Raw;in ground;Tin;Tin;#d62728;0.7360496127889185;CN;53d5ef26-66d8-4536-afa2-2f6b114189ba;7440-31-5;kg Cu eq/kg
Raw;in ground;Titanium;Titanium;#ff7f0e;0.03495718031214001;CN;2f033407-6060-4e1e-868c-9f362d10fdb2;7440-32-6;kg Cu eq/kg
Raw;in ground;Tungsten;Tungsten;#ff9896;0.808946777575344;CN;ebcc1f0c-6b19-501d-86a4-629df2a457b5;7440-33-7;kg Cu eq/kg
Raw;in ground;Uranium;Uranium;#9467bd;0.00937327716943712;CN;2ba5e39b-adb6-4767-a51d-90c1cf32fe98;7440-61-1;kg Cu eq/kg
Raw;in ground;Vanadium;Vanadium;#7f7f7f;0.3412468019682721;CN;c9c4b80a-73dd-415a-92fb-f877595651c1;7440-62-2;kg Cu eq/kg
Raw;in ground;Zinc;Zinc;#8c564b;0.09586246099899733;CN;be73218b-18af-492e-96e6-addd309d1e32;7440-66-6;kg Cu eq/kg
Raw;in ground;Zirconia, as baddeleyite;Zirconium;#cccccc;0.3234826700417259;CN;e07b4402-abe3-4346-8c42-051c5983bd1e;12036-23-6;kg Cu eq/kg
Raw;in ground;Zirconium;Zirconium;#c49c94;0.3234826700417259;CN;cd2932c5-a486-4bf1-99b8-815d8a7ce11a;7440-67-7;kg Cu eq/kg
Raw;in ground;;;;0.2893939221893987;CD;;;kg Cu eq/kg
Raw;in ground;Antimony;Antimony;#e377c2;33.09368221634075;CD;47262180-8308-5d4c-9332-c77617e032ef;7440-36-0;kg Cu eq/kg
Raw;in ground;Arsenic;Arsenic;#f7b6d2;81.46227494403396;CD;e16fd15c-0ebc-55ba-8d3b-9704f13663cb;7440-38-2;kg Cu eq/kg
Raw;in ground;;;;0.4804045424265468;CD;;;kg Cu eq/kg
Raw;in ground;Barium;Baryte;#7f7f7f;0.06859009351160583;CD;240177d8-6f3b-43f5-8d1e-0c18114dfa02;7440-39-3;kg Cu eq/kg
Raw;in ground;Aluminium;Bauxite;#bcbd22;0.0;CD;a45cd247-3532-4e27-bddc-b519fdb5e08f;7429-90-5;kg Cu eq/kg
Raw;in ground;Clay, bentonite;Bentonite;#aec7e8;0.09889243597820296;CD;93806a54-46f5-409c-99c5-4144a1e73b5d;1302-78-9;kg Cu eq/kg
Raw;in ground;Beryllium;Beryllium;#ffbb78;0.0;CD;68f7bc03-0665-55a1-bd99-96530eab30e2;7440-41-7;kg Cu eq/kg
Raw;in ground;Bismuth;Bismuth;#cccccc;0.0;CD;0124b342-4bdd-5cbf-ba2a-dce8a259755c;7440-69-9;kg Cu eq/kg
Raw;in ground;Borax;Boron;#c7c7c7;0.2861849002910341;CD;eead2933-c2be-4a53-a0bd-bd33b67e4145;1303-96-4;kg Cu eq/kg
Raw;in ground;Boron;Boron;#bcbd22;0.2861849002910341;CD;b053aa52-bfac-5435-a0b1-4ca374b0e991;7440-42-8;kg Cu eq/kg
Raw;in ground;Cadmium;Cadmium;#dbdb8d;0.0;CD;bf377e4f-3a95-4ce2-a9ba-66ee31f00f60;7440-43-9;kg Cu eq/kg
Raw;in ground;Chromium;Chromite;#f7b6d2;0.1771027667182672;CD;e189e2d4-3d3f-4ada-b302-91611784311f;7440-47-3;kg Cu eq/kg
Raw;in ground;Cobalt;Cobalt;#ff9896;7.596534111975975e-05;CD;d0779a5e-6969-4144-954e-ceb81fb83f15;7440-48-4;kg Cu eq/kg
Raw;in ground;;;;0.03136181883183516;CD;;;kg Cu eq/kg
Raw;in ground;Copper;Copper;#9467bd;1.654815407873433e-07;CD;a9ac40a0-9bea-4c48-afa7-66aa6eb90624;7440-50-8;kg Cu eq/kg
Raw;in ground;Diatomite;Diatomite;#2ca02c;0.1289226814848615;CD;9877ce00-65f8-4c0c-9fcf-92aa53a2c9c0;61790-53-2;kg Cu eq/kg
Raw;in ground;Feldspar;Feldspar;#e377c2;0.1056523393142263;CD;26296ec9-ff93-41e6-bbbf-6175af04284d;68476-25-5;kg Cu eq/kg
Raw;in ground;Fluorspar;Fluorspar;#c7c7c7;0.0;CD;0fa4f51e-b0dc-5d11-84d3-b32f0f3c88d5;14542-23-5;kg Cu eq/kg
Raw;in ground;Germanium;Germanium;#dbdb8d;0.0;CD;d3e547dc-1a29-5ece-8dbb-bd9c0ad3cc46;7440-56-4;kg Cu eq/kg
Raw;in ground;Gold;Gold;#dbdb8d;1.732790895632768;CD;d080e6a4-42c6-484e-b5d7-d74693aec7d9;7440-57-5;kg Cu eq/kg
Raw;in ground;Graphite;Graphite;#17becf;0.3323115800683161;CD;5666353e-2db2-41d3-8414-404709151422;7782-42-5;kg Cu eq/kg
Raw;in ground;Anhydrite;Gypsum;#1f77b4;0.01170778112403877;CD;6df9ea09-115a-4678-9f30-d92c877a46ec;7778-18-9;kg Cu eq/kg
Raw;in ground;Gypsum;Gypsum;#1f77b4;0.01170778112403877;CD;11a2a7b1-ab2f-47b8-9e29-6f33d5207fa6;13397-24-5;kg Cu eq/kg
Raw;in ground;Iron;Iron;#ffbb78;0.3519053181176268;CD;8ce3ff02-7a1e-48e3-881e-3248b944f28a;7439-89-6;kg Cu eq/kg
Raw;in ground;Kaolinite;Kaolin;#2ca02c;0.07587296864410135;CD;81ff5c0b-c44f-534e-a55e-8fc017e33dd2;;kg Cu eq/kg
Raw;in ground;Lead;Lead;#2ca02c;0.0;CD;fbcb9c7a-eea7-4694-ba6c-568e01d28883;7439-92-1;kg Cu eq/kg
Raw;in ground;Coal, brown;Lignite;#4D4D4D;0.1443488904650991;CD;024c9722-1e88-412b-8c4b-10c532be8dca;;kg Cu eq/kg
Raw;in ground;Lithium;Lithium;#A9CBA7;3.628346674926659;CD;7d2c1cdd-a64a-5936-a577-5b82db0c0d1b;7439-93-2;kg Cu eq/kg
Raw;in ground;Magnesite;Magnesite;#c5b0d5;0.4265119843614411;CD;a4bab069-74a9-5b4c-8d6e-5ca984cd9ecd;546-93-0;kg Cu eq/kg
Raw;in ground;Magnesium;Magnesite;#9467bd;0.4265119843614411;CD;9e5823ad-9d9b-4b98-b627-e39611b6a8bd;546-93-0;kg Cu eq/kg
Raw;in ground;Manganese;Manganese;#7f7f7f;5.477743560677518e-05;CD;c2586875-bb56-4b1e-84c5-5ff255a1108b;7439-96-5;kg Cu eq/kg
Raw;in ground;Mercury;Mercury;#8c564b;0.5747978649975353;CD;54b9cbd0-65df-4fd3-8a19-dd3b8eccc619;7439-97-6;kg Cu eq/kg
Raw;in ground;Molybdenum;Molybdenum;#c49c94;0.0;CD;e5a3dff5-72dc-5287-893c-597dd4a19566;7439-98-7;kg Cu eq/kg
Raw;in ground;Gas, natural;Natural gas;#FFE680;0.117626295414036;CD;7c337428-fb1b-45c7-bbb2-2ee4d29e17ba;8006-14-2;kg Cu eq/kg
Raw;in ground;Nickel;Nickel;#c49c94;0.03614150927653887;CD;974213ef-1ba0-40e5-bc7b-52ef099e9e09;7440-02-0;kg Cu eq/kg
Raw;in ground;Niobium;Niobium;#bcbd22;0.0;CD;8de8befc-efa2-5d07-a58b-b29ea97a3f41;7440-03-1;kg Cu eq/kg
Raw;in ground;Palladium;Palladium;#f7b6d2;0.0;CD;edc69c63-a776-4dbf-acbf-e0368914980a;7440-05-3;kg Cu eq/kg
Raw;in ground;Oil, crude;Crude oil;#FFB570;2.331648192333363e-05;CD;88d06db9-59a1-4719-9174-afeb1fa4026a;;kg Cu eq/kg
Raw;in ground;Phosphorus;Phosphate;#c7c7c7;0.2285562348391915;CD;483ae3c5-4eb0-46e4-b811-a72ad391716b;;kg Cu eq/kg
Raw;in ground;Platinum;Platinum;#bcbd22;0.0;CD;d13b2665-505d-49e2-8edd-dc966b0342af;7440-06-4;kg Cu eq/kg
Raw;in ground;Cerium;Rare earth;#1f77b4;1.491331469344561;CD;4057f8b4-f20a-59c9-9bb7-fdeaf5ad106d;;kg Cu eq/kg
Raw;in ground;Dysprosium;Rare earth;#98df8a;1.491331469344561;CD;9e28eac3-49f9-5a0d-a8d0-dc4e071ad9e6;7429-91-6;kg Cu eq/kg
Raw;in ground;Erbium;Rare earth;#cccccc;1.491331469344561;CD;110a04f0-af53-5499-b22e-79b1b91e5a66;7440-52-0;kg Cu eq/kg
Raw;in ground;Europium;Rare earth;#d62728;1.491331469344561;CD;3d73ec21-de4d-5b68-b504-4ef59e15bd0e;7440-53-1;kg Cu eq/kg
Raw;in ground;Gadolinium;Rare earth;#9467bd;1.491331469344561;CD;f55e2203-ef91-50bf-8f5a-119bb210522c;7440-54-2;kg Cu eq/kg
Raw;in ground;Holmium;Rare earth;#cccccc;1.491331469344561;CD;f2f53dc8-8e09-511f-8dd2-4bae3625ba27;7440-60-0;kg Cu eq/kg
Raw;in ground;Lanthanum;Rare earth;#7f7f7f;1.491331469344561;CD;176598c1-699c-5dd8-8c33-d269ff7f5edd;;kg Cu eq/kg
Raw;in ground;Lutetium;Rare earth;#cccccc;1.491331469344561;CD;d9a2f8e5-f04a-5ffa-8c75-8133ac7f525c;7439-94-3;kg Cu eq/kg
Raw;in ground;Neodymium;Rare earth;#c7c7c7;1.491331469344561;CD;db0c855c-e9ef-58d9-97cc-960e646fc882;;kg Cu eq/kg
Raw;in ground;Praseodymium;Rare earth;#17becf;1.491331469344561;CD;35da65ff-7287-571d-b859-13d398ac5182;7440-10-0;kg Cu eq/kg
Raw;in ground;Samarium;Rare earth;#aec7e8;1.491331469344561;CD;cf791833-26bc-5207-a9bd-6ddcd8ac7625;7440-19-9;kg Cu eq/kg
Raw;in ground;Scandium;Rare earth;#ffbb78;1.491331469344561;CD;7f9f9b59-35a0-584d-ad5e-07da01dde768;;kg Cu eq/kg
Raw;in ground;Terbium;Rare earth;#e377c2;1.491331469344561;CD;6ec6a8a8-4c94-5bc5-93c5-62928fcf3935;7440-27-9;kg Cu eq/kg
Raw;in ground;Thulium;Rare earth;#cccccc;1.491331469344561;CD;a34e010c-6f68-5c79-8b45-2955b91f7dc2;7440-30-4;kg Cu eq/kg
Raw;in ground;Ytterbium;Rare earth;#cccccc;1.491331469344561;CD;ea659cca-fe3d-5b03-90d2-60719a862874;7440-64-4;kg Cu eq/kg
Raw;in ground;Yttrium;Rare earth;#c7c7c7;1.491331469344561;CD;89b567f2-2cab-503e-b796-42cba72fce16;7440-65-5;kg Cu eq/kg
Raw;in ground;Rhodium;Rhodium;#9edae5;0.0;CD;4803f22f-6950-489b-914d-fa953a8081f6;7440-16-6;kg Cu eq/kg
Raw;in ground;Selenium;Selenium;#2ca02c;59.50943834779471;CD;5f47f918-1c32-5870-b992-db91f843ff34;7782-49-2;kg Cu eq/kg
Raw;in ground;Silver;Silver;#1f77b4;0.0;CD;361a64cb-ab76-4a72-9ea1-c07d6a20c124;7440-22-4;kg Cu eq/kg
Raw;in ground;Coal, hard;Steam Coal;#4D4D4D;0.06733656115703093;CD;b6d0042d-0ef8-49ed-9162-a07ff1ccf750;;kg Cu eq/kg
Raw;in ground;Sulfur;Sulfur;#2ca02c;0.05699300763980024;CD;852281f6-db73-4250-84d3-86b569fce0c1;7704-34-9;kg Cu eq/kg
Raw;in ground;Tantalum;Tantalum;#98df8a;6.163690686335931e-05;CD;775fdf03-b0bb-5c25-b14d-107231d5b2f0;7440-25-7;kg Cu eq/kg
Raw;in ground;Tellurium;Tellurium;#c49c94;1.220115575918562;CD;7b6da1f2-e191-5a77-ae06-af96201f5803;13494-80-9;kg Cu eq/kg
Raw;in ground;Tin;Tin;#d62728;0.001666840722269634;CD;53d5ef26-66d8-4536-afa2-2f6b114189ba;7440-31-5;kg Cu eq/kg
Raw;in ground;Titanium;Titanium;#ff7f0e;0.0;CD;2f033407-6060-4e1e-868c-9f362d10fdb2;7440-32-6;kg Cu eq/kg
Raw;in ground;Tungsten;Tungsten;#ff9896;0.08652306116830313;CD;ebcc1f0c-6b19-501d-86a4-629df2a457b5;7440-33-7;kg Cu eq/kg
Raw;in ground;Uranium;Uranium;#9467bd;13.90465387717597;CD;2ba5e39b-adb6-4767-a51d-90c1cf32fe98;7440-61-1;kg Cu eq/kg
Raw;in ground;Vanadium;Vanadium;#7f7f7f;9.467235142605468;CD;c9c4b80a-73dd-415a-92fb-f877595651c1;7440-62-2;kg Cu eq/kg
Raw;in ground;Zinc;Zinc;#8c564b;2.463270191383336e-06;CD;be73218b-18af-492e-96e6-addd309d1e32;7440-66-6;kg Cu eq/kg
Raw;in ground;Zirconia, as baddeleyite;Zirconium;#cccccc;0.0;CD;e07b4402-abe3-4346-8c42-051c5983bd1e;12036-23-6;kg Cu eq/kg
Raw;in ground;Zirconium;Zirconium;#c49c94;0.0;CD;cd2932c5-a486-4bf1-99b8-815d8a7ce11a;7440-67-7;kg Cu eq/kg
Raw;in ground;;;;0.3808444074971416;FR;;;kg Cu eq/kg
Raw;in ground;Antimony;Antimony;#e377c2;3.592927423497458;FR;47262180-8308-5d4c-9332-c77617e032ef;7440-36-0;kg Cu eq/kg
Raw;in ground;Arsenic;Arsenic;#f7b6d2;19.49788873516253;FR;e16fd15c-0ebc-55ba-8d3b-9704f13663cb;7440-38-2;kg Cu eq/kg
Raw;in ground;;;;8.331824982331149;FR;;;kg Cu eq/kg
Raw;in ground;Barium;Baryte;#7f7f7f;0.06548459585672466;FR;240177d8-6f3b-43f5-8d1e-0c18114dfa02;7440-39-3;kg Cu eq/kg
Raw;in ground;Aluminium;Bauxite;#bcbd22;0.03887842426370128;FR;a45cd247-3532-4e27-bddc-b519fdb5e08f;7429-90-5;kg Cu eq/kg
Raw;in ground;Clay, bentonite;Bentonite;#aec7e8;0.04162969391242571;FR;93806a54-46f5-409c-99c5-4144a1e73b5d;1302-78-9;kg Cu eq/kg
Raw;in ground;Beryllium;Beryllium;#ffbb78;33.77771704442262;FR;68f7bc03-0665-55a1-bd99-96530eab30e2;7440-41-7;kg Cu eq/kg
Raw;in ground;Bismuth;Bismuth;#cccccc;8.452588463920625;FR;0124b342-4bdd-5cbf-ba2a-dce8a259755c;7440-69-9;kg Cu eq/kg
Raw;in ground;Borax;Boron;#c7c7c7;0.1505817652970141;FR;eead2933-c2be-4a53-a0bd-bd33b67e4145;1303-96-4;kg Cu eq/kg
Raw;in ground;Boron;Boron;#bcbd22;0.1505817652970141;FR;b053aa52-bfac-5435-a0b1-4ca374b0e991;7440-42-8;kg Cu eq/kg
